Date	Time	Title	URL	Description	Image
2026-02-25	23:22	Panther siegen in Mannheim	https://www.aev-panther.de/panther/news_news,-Panther-siegen-in-Mannheim-_naid,4249.html	Die Augsburger Panther dürfen weiter auf die Playoffs in der PENNY DEL hoffen. Bei den Adler Mannheim zeigte der AEV ein starkes Auswärtsspiel, tolle Moral und siegte am Ende mit 4:3 nach Verlängerung. Die Treffer für die Panther erzielten David Farrance (11.), T.J. Trevelyan (31.), Kyle Mayhew (59.) und Cody Kunyk (61.). Für Mannheim waren Zachary Solow (6.), Alexander Ehl (17.) und Marc Michaelis (55.) erfolgreich. […]	https://www.aev-panther.de/cms_media/module_img/14/7282_1_org_merc.jpg
2026-02-24	17:50	Die Termine für die Playoffs 2026	https://www.aev-panther.de/panther/news_news,-Die-Termine-f%C3%BCr-die-Playoffs-2026-_naid,4248.html	Die Hauptrunde der Deutschen Eishockey Liga (PENNY DEL) geht nach der  Olympia-Pause am 25. Februar 2026 mit den letzten acht Spieltagen in die  entscheidende Phase. […]	https://www.aev-panther.de/cms_media/module_img/14/7281_1_org_cp_d2_F2_EBB_BHV24_022.jpg
2026-02-24	13:15	Markus Keller ist ab sofort spielberechtigt	https://www.aev-panther.de/panther/news_news,-Markus-Keller-ist-ab-sofort-spielberechtigt-_naid,4247.html	Die Augsburger Panther sichern sich für das Hauptrunden-Finale der Deutschen Eishockey Liga auf der Torhüterposition ab und haben Markus Keller lizenziert. Keller ist ab sofort spielberechtigt und hat bereits mit dem Team trainiert. […]	https://www.aev-panther.de/cms_media/module_img/14/7279_1_org_AEVSERC_Goldberg_229.jpg
2026-02-20	11:00	Panther nehmen am Dolomitencup 2026 teil	https://www.aev-panther.de/panther/news_news,-Panther-nehmen-am-Dolomitencup-2026-teil-_naid,4246.html	Vom 21. bis 23. August 2026 findet die 20. Ausgabe des Dolomitencups im italienischen Neumarkt statt. Als dritter Teilnehmer nach dem EV Zug und den Eisbären Berlin stehen jetzt rund sechs Monate vor Turnierbeginn auch die Augsburger Panther offiziell fest. […]	https://www.aev-panther.de/cms_media/module_img/14/7278_1_org_KER00689_20_08_23.jpg
2026-02-19	09:00	Liron Pellizzari fehlt Panthern verletzt	https://www.aev-panther.de/panther/news_news,-Liron-Pellizzari-fehlt-Panthern-verletzt-_naid,4245.html	Liron Pellizzari wird im Hauptrunden-Endspurt der PENNY DEL nicht für die Augsburger Panther auflaufen können. Der junge Verteidiger verletzte sich im Einsatz für die deutsche U18-Nationalmannschaft am Oberkörper und muss vorerst pausieren. […]	https://www.aev-panther.de/cms_media/module_img/14/7277_1_org_AEVLINZ_Goldberg_106.jpg
2026-02-17	11:00	DEB-Teams der Frauen und Männer testen in Augsburg	https://www.aev-panther.de/panther/news_news,-DEB-Teams-der-Frauen-und-M%C3%A4nner-testen-in-Augsburg-_naid,4244.html	Länderspiel-Doppelpack Augsburg: Im Rahmen der WM-Vorbereitung auf die Weltmeisterschaft 2026 der Männer in der Schweiz treten sowohl das DEB-Frauen-Team als auch die Männer-Nationalmannschaft an einem gemeinsamen Spieltag im Curt-Frenzel-Stadion an und bieten allen Fans ein besonderes Eishockeyerlebnis. […]	https://www.aev-panther.de/cms_media/module_img/14/7276_1_org_cp_d2_DEB_SVK24_017.jpg
2026-02-11	14:00	Berufsinfoveranstaltung der HWK für AEV & FCA	https://www.aev-panther.de/panther/news_news,-Berufsinfoveranstaltung-der-HWK-f%C3%BCr-AEV-FCA-_naid,4243.html	Seit 2010 lädt die Handwerkskammer (HWK) für Schwaben Nachwuchstalente des FC Augsburg und des Augsburger EV zu ihrer Berufsinfoveranstaltung ein. In diesem Jahr informierten sich rund 130 Jugendliche gemeinsam mit Trainern und Eltern über Handwerksberufe und deren Karrierechancen und testeten ihr eigenes handwerkliches Talent. Hierfür standen die Werkstätten des Berufsbildungs- und Technologiezentrums (BTZ) der HWK Schwaben zur Verfügung. Dort konnten sich die Nachwuchstalente als Konditoren, Maler und Lackierer, Kaminkehrer, Elektriker, Schreiner, Feinwerkmechaniker, Metallbauer sowie in der Sanitär-, Heizungs- und Klimatechnik, der Land- und Baumaschinentechnik und im Gerüstbau ausprobieren. […]	https://www.aev-panther.de/cms_media/module_img/14/7275_1_org_Berufsinfo_HWK_Metall.jpg
2026-02-10	12:00	Panther melden ausverkauft für verbleibende Heimspiele	https://www.aev-panther.de/panther/news_news,-Panther-melden-ausverkauft-f%C3%BCr-verbleibende-Heimspiele-_naid,4242.html	PENNY DEL-Rekord egalisiert! Nachdem mittlerweile alle Tickets für die noch drei verbleibenden Hauptrunden-Partien im Curt-Frenzel-Stadion vergriffen sind, stehen die Augsburger Panther in der Saison 2025-26 bei 21 ausverkauften Heimspielen und ziehen in dieser Wertung damit mit den Eisbären Berlin gleich, die in der Hauptrunde 2024-25 ebenfalls 21-mal ausverkauft melden durften. […]	https://www.aev-panther.de/cms_media/module_img/14/7274_1_org_20251204_AEVDRE_Goldberg_172.jpg
2026-02-09	11:15	1878 SHOP in der Olympia-Pause	https://www.aev-panther.de/panther/news_news,-1878-SHOP-in-der-Olympia-Pause-_naid,4241.html	Der 1878 SHOP im Südfoyer des Curt-Frenzel-Stadions ist während der Olympia-Pause geschlossen. Unser Fanshop-Team ist erst ab Dienstag, 24. Februar 2026 wieder persönlich im CFS anzutreffen. […]	https://www.aev-panther.de/cms_media/module_img/14/7273_1_org_20251204_AEVDRE_Goldberg_155.jpg
2026-02-05	10:20	Panther verlängern mit Christian Hanke	https://www.aev-panther.de/panther/news_news,-Panther-verl%C3%A4ngern-mit-Christian-Hanke-_naid,4240.html	Die Augsburger Panther treiben weiterhin die Personalplanungen für ihre 33. Saison in der Deutschen Eishockey Liga voran. Auch der Vertrag mit Angreifer Christian Hanke wurde verlängert. […]	https://www.aev-panther.de/cms_media/module_img/14/7272_1_org_20260111_AEVKEC_Goldberg_132.jpg
2026-02-04	08:45	17. DEL U11 Cup in Augsburg	https://www.aev-panther.de/panther/news_news,-17-DEL-U11-Cup-in-Augsburg-_naid,4239.html	Es ist wieder so weit: Deutschlands bester Eishockeynachwuchs in der Altersklasse U11 trifft zum DEL Cup im Augsburger Curt-Frenzel-Stadion. Am 07. und 08. Februar kämpfen die Stars von morgen um die prestigeträchtige Trophäe. Das Turnier wird bereits zum 17. Mal in der Fuggerstadt ausgetragen. […]	https://www.aev-panther.de/cms_media/module_img/14/7271_1_org_aev_u11_cup_2025.jpeg
